pmid,gene1,gene2,sentence,class,details
16953238,p53,c-myc,"Several reports implicate hnRNP K having a role in tumorigenesis, for instance hnRNP K increases transcription of the oncogene c-myc and hnRNP K expression is regulated by the p53/MDM 2 pathway.",TP,database
17007882,PDX-1,Transcription factor,BACKGROUND: Transcription factor PDX-1 is expressed by human pancreatic and breast cancers.,TP,database
17029809,p63,p53,"These data strongly suggest that in anaplastic carcinomas, impairment of p53-mediated repression results in increased GLUT1 and p63 expression, and that this probably reflects the differential regulation of hypoxia-responsive pathways and basal/stem cell regulatory pathways",TP,database
17202361,IRF1,STAT3,"Thus, STAT3 also plays a role in the recruitment of the transcriptional activators p65 and IRF1, and the displacement of the transcriptional repressors p50 and IRF2 from the CXCL11 promoter also appears to regulate the induction of CXCL11 gene transcription",TP,database
17308128,c-fos,ERalpha,"Moreover, both GPR30 and ERalpha expression are required for c-fos stimulation and extracellular signal-regulated kinase (ERK) activation in response to either E2 or G-1.",TP,database
17340624,c-fos,ICER,Inducible cAMP early repressor splice variants ICER I and IIgamma both repress transcription of c-fos and chromogranin A.,TP,database
17426453,p63,p53,Can we exploit the biochemical know how gained from the mass of p53 research to further elucidate deltaNp63alpha gene function?,TP,database
17545671,PPARgamma,RORalpha,"Our data identify cAspAT as a new member of glyceroneogenesis, transcriptionally regulated by TZD via the control of RORalpha expression by PPARgamma in adipocytes.",TP,database
17699779,p53,ERalpha,"Here, we report that ERalpha inhibits p53-mediated transcriptional repression.",TP,database
17699779,p53,ERalpha,"Importantly, mutagenic conversion of this site to an activation element enabled ERalpha to repress p53-mediated transcriptional activation.",TP,database
17867593,IkappaBalpha,NFkappaB,"The NFkappaB regulated proteins IkappaBalpha, survivin, and cIAP1 were found in corresponding sites, again, at highest levels in islets surrounded by fibrosis.",TP,database
17899287,IkappaB-alpha,RelA,Correlation between RelA/IkappaB-alpha expression status and clinicopathological features of NSCLC was also analyzed.,TP,database
18061571,Elk-1,Egr-1,"Transcriptional response to muscarinic acetylcholine receptor stimulation: regulation of Egr-1 biosynthesis by ERK, Elk-1, MKP-1, and calcineurin in carbachol-stimulated human neuroblastoma cells.",TP,database
18082606,SCL,GATA-1,"Here, we show that NLI/Ldb1 and erythroid-binding partners GATA-1/SCL/LMO2 bind in vivo to the beta-globin locus control region (LCR).",TP,database
18315848,p63,p53,Barriers to the rotation of sidechains containing aromatic rings at the core of the proteins were reduced several-fold when p53 was mutated; in contrast they increased when p73 was mutated and decreased by a small amount in p63.,TP,database
18348649,TP73,TP53,"Unlike in TP53 gene, mutations in TP63 and TP73 genes are rare, however, germline mutations in TP63 are linked to the human developmental diseases.",TP,database
18374905,p53,c-jun,Inhibition of basal activity of c-jun-NH2-terminal kinase (JNK) represses the expression of presenilin-1 by a p53-dependent mechanism.,TP,database
18550535,IkappaBalpha,RelA,"NF-kappaB is controlled by two pathways, a canonical pathway that releases sequestered RelA complexes from the IkappaBalpha inhibitor, and a second, the noncanonical pathway, that releases RelB from the 100-kDa NF-kappaB2 complex.",TP,database
18794899,c-MYC,E2F1,"E2F1 deregulation suppresses beta-catenin activity in an adenomatous polyposis coli (APC)/glycogen synthase kinase-3 (GSK3)-independent manner, reducing the expression of key beta-catenin targets including c-MYC.",TP,database
18795655,C-Rel,NFkappaB,Promoter analysis suggests the implication of NFkappaB/C-Rel transcription factors in biliary atresia.,TP,database
18813803,GLI1,GLI2,"MAP3K10-induced DYRK2 phosphorylation combined with SUFU inhibition results in the stabilization and nuclear accumulation of GLI2 for transcriptional activation of GLI1, CCND1, CCND2, FOXA2, FOXC2, FOXP3, FOXQ1, RUNX2, and JAG2.",TP,database
18814047,p53,Sp1,"A functional MDM2 single nucleotide polymorphism (SNP309) in the promoter region increases the affinity of transcription activator Sp1 for the MDM2 gene promoter, resulting in higher expression of MDM2 and thus inhibition of p53 transcriptional activity.",TP,database
18976801,p53,c-myc,Adjustments for Cox-2 and c-myc had the strongest impact on VEGF as a prognosis predictor and LRIG1 was most influenced by adjustment for p53.,TP,database
19026785,Mitf,SOX10,The activation of p53-POMC/MSH-MC1R signaling is required for the UV-induced melanogenic response because PAX3 functions in synergy with SOX10 in a cAMP-response element (CRE)-dependent manner to regulate the transcription of Mitf.,TP,database
19026785,Mitf,PAX3,The protein encoded by paired-box homeotic gene 3 (PAX3) is a key regulator of the microphthalmia-associated transcription factor (Mitf) in the melanocyte lineage.,TP,database
19067706,p73,p53,Bexarotene-mediated ataxia telangiectasia mutated protein (ATM) activation in all studied lines suggests that ATM is likely to be the p53/p73 upstream activator.,TP,database
19325136,IkappaBalpha,NFkappaB,"Increasing TbetaRIII expression reduced NFkappaB-mediated transcriptional activation and IkappaBalpha degradation, whereas a TbetaRIII mutant unable to interact with beta-arrestin2, TbetaRIII-T841A, had no effect.",TP,database
19349300,IRF7,IRF-3,"Nucleotide substitutions in the C modules of other IFN-A genes disrupt IRF-3-mediated transcription, whereas a G/A substitution in the D modules enhances IRF7-mediated expression.",TP,database
19404962,c-Fos,STAT-1,STAT-1 and STAT-3 modulated the expression of c-Fos and directly transactivated the CCL2 promoter.,TP,database
19404962,c-Fos,STAT-3,STAT-1 and STAT-3 modulated the expression of c-Fos and directly transactivated the CCL2 promoter.,TP,database
19523927,p73,E2F-1,E2F-1 acts as a transcriptional regulator for p73.,TP,database
19576172,p73,E2F1,It has been shown that E2F1 acts as a transcriptional activator for p73.,TP,database
19576172,p73,E2F1,"Taken together, our present study indicates that E2F1 has a dual role in the regulation of p73",TP,database
19664188,p63,p53,Transforming growth factor-beta and mutant p53 conspire to induce metastasis by antagonizing p63: a (ternary) complex affair.,TP,database
19754415,p73,p53,"While p53 is the most frequently mutated gene in human tumors, p73 and p63 are rarely mutated or lost in cancers.",TP,database
19758438,Fra-1,c-Fos,"Comparison of AP-1 family proteins demonstrated high expression of JunD and c-Fos in HPV positive tumors, but interestingly, Fra-1 expression was extremely low or nil in these tumor tissues.",TP,database
19758438,Fra-1,JunD,"Comparison of AP-1 family proteins demonstrated high expression of JunD and c-Fos in HPV positive tumors, but interestingly, Fra-1 expression was extremely low or nil in these tumor tissues.",TP,database
19846904,p53,Sp1,"Taken together, these results suggest that sequestration of Sp1 could be one of the mechanisms by which p53 negatively regulates MGMT expression, thus enhancing sensitivity of tumor cells to O(6)-alkylguanine generating drugs.",TP,database
19895682,MYC,TCF7L2,These findings suggest that some splicing forms of TCF7L2 may be functionally important for regulation of MYC expression in colon tissue but this regulation is not directly dependent on rs6983267.,TP,database
19920812,p53,c-Jun,"The model predicted three dominant transcriptional activity profiles-an early response controlled by NFkappaB and c-Jun, a delayed response controlled by p53, and a late response related to cell cycle re-entry.",TP,database
20024066,Gli1,Gli2,"This leads to the activation of Gli2, which regulates the transcription of target genes that include Gli1 and Ptch1.",TP,database
20026309,p73,p53,Altogether our results showed that TQ mediates its growth inhibitory effects on ALL p53-mutated cells via the activation of a p73-dependent mitochondrial and cell cycle checkpoint signaling pathway which subsequently targets UHRF1,TP,database
20066163,c-MYC,AP-2,"In addition, forced expression of AP-2 significantly decreased steady state levels of c-MYC mRNA and protein.",TP,database
20066163,c-MYC,AP-2,The effects of AP-2 on c-MYC were active at several levels.,TP,database
20150224,p53,c-myc,"The c-myc was significantly induced by the chloroform extract at the earlier phase of treatment, followed by p53 and caspase-3.",TP,database
20231765,p73,TP53,"Unlike the TP53 gene, the gene encoding p73 protein is rarely mutated in tumors although the protein is found to be inactive.",TP,database
20394585,c-Myc,CNBP,"Several reports have demonstrated that CNBP enhances the transcription of c-Myc in vitro and in vivo; however, none of these reports have assessed the molecular mechanisms responsible for this control.",TP,database
20457941,p63,p53,"RNPC1, an RNA-binding protein and a target of the p53 family, regulates p63 expression through mRNA stability.",TP,database
20581861,ATF3,ATF2,Activating transcription factor 2 (ATF2) controls tolfenamic acid-induced ATF3 expression via MAP kinase pathways.,TP,database
20581861,ATF3,ATF2,Knock down of ATF2 abolished TA-induced ATF3 expression.,TP,database
20663147,p63,p53,RESULTS: We now report that phosphorylation of the p53 tumour suppressor is positively regulated by DeltaNp63alpha in immortalised human keratinocytes.,TP,database
20696891,p53,ERalpha,Sequential ChIP assays demonstrated that ERalpha represses p53-mediated transcriptional activation in human breast cancer cells by recruiting nuclear receptor corepressors (NCoR and SMRT) and histone deacetylase 1 (HDAC1).,TP,database
20696891,p53,ERalpha,These results suggest that ERalpha uses dual strategies to promote abnormal cellular proliferation: enhancing the transcription of ERE-containing proproliferative genes and repressing the transcription of p53-responsive antiproliferative genes.,TP,database
1454515,transcription factor Sp1,SPR-2,SPR-1 and SPR-2 are homologues of the transcription factor Sp1.,TP,database
7753559,Sp1,Sp3,"In addition, enforced expression of Sp3 repressed Sp1-mediated activation of c-myc.",TP,database
8257717,HNF-4,HNF-1,"On the contrary, HNF-1, whose expression is controlled by HNF-4, is not involved in the regulation of the reporter gene transcription through the -6700/+67 genome sequence.",TP,database
