pmid,gene1,gene2,sentence,class,details,gene1_char_start,gene1_char_end,gene2_char_start,gene2_char_end
15761015,c-Myc,Sp1 transcription factor,"We further explored the mechanisms by which ROS affects gene regulation and found that the Sp1 transcription factor was oxidized by arsenic treatment, with a corresponding decrease in its in situ binding on the promoters of 3 genes, hTERT, C17, and c-Myc, whose expressions were significantly suppressed.",TP,database,249,254,91,115
15780936,p53,Myc,HIF-1alpha displaces the transcriptional activator Myc from Sp1 binding to repress MutSalpha expression in a p53-dependent manner; Sp1 serves as a molecular switch by recruiting HIF-1alpha to the gene promoter under hypoxia.,TP,database,109,112,51,54
15814628,IkappaBalpha,NF-kappaB,"We also did luciferase reporter assay, Western blot analysis, and reverse transcription-PCR using the SNU-216 human gastric cancer cell line transduced with retroviral vectors containing constitutively active Akt or the NF-kappaB repressor mutant of IkappaBalpha.",TP,database,250,262,220,229
15817159,p53,AP-1,"Activated Notch1 in these cells represses viral E6/E7 expression through AP-1 down-modulation, resulting in increased p53 expression and a block of pRb hyperphosphorylation.",TP,database,118,121,73,77
15867358,c-myb,E2F1,"Taken together, these results suggest activation of a transcriptional cascade by which E2F1 regulates COX-2 expression through the c-myb oncogene.",TP,database,131,136,87,91
15967108,p53,SP-1,"Transcriptional analysis with luciferase reporters driven by SAK promoter deletion fragments identified SP-1 and CREB binding sites, which together conferred a two-fold SAK repression by p53.",TP,database,187,190,104,108
15988026,p63,p53,The p53-related p63 gene encodes six isoforms with differing N and C termini.,TP,database,16,19,4,7
16024108,Sp1,NF-YA,Overexpression of NF-YA had a synergistic effect on Sp1 overexpression and an additive effect on Sp3 overexpression.,TP,database,52,55,18,23
16024108,Sp3,NF-YA,Overexpression of NF-YA had a synergistic effect on Sp1 overexpression and an additive effect on Sp3 overexpression.,TP,database,97,100,18,23
16131611,p73,p53,"The recently discovered p53-related genes, p73 and p63, express multiple splice variants and N-terminally truncated forms initiated from an alternative promoter in intron 3.",TP,database,43,46,24,27
16131611,p63,p53,"The recently discovered p53-related genes, p73 and p63, express multiple splice variants and N-terminally truncated forms initiated from an alternative promoter in intron 3.",TP,database,51,54,24,27
16253247,REST,HES-1,"Taken together, these results indicate that HES-1 is an upstream negative regulator of REST expression",TP,database,87,91,44,49
16264274,p53,CCAAT-binding transcription factor,Transcription repression of a CCAAT-binding transcription factor CBF/HSP70 by p53.,TP,database,78,81,30,64
16271147,IkappaBalpha,NFkappaB,BACKGROUND: Activation-induced induction of transcription factor NFkappaB in T lymphocytes is regulated by its inhibitor IkappaBalpha.,TP,database,121,133,65,73
16430884,p53,NFkappaB,Up-regulation of NFkappaB-responsive gene expression by DeltaNp73alpha in p53 null cells.,TP,database,74,77,17,25
16552729,c-myc,c-fos,"The identified proteins included key regulators of signal transduction such as Rho GDP dissociation inhibitor (Rho GDI) alpha and beta members of the MAPK family, and proteins involved in the regulation of c-fos or c-myc expression.",TP,database,215,220,206,211
16628196,IRF-7,STAT1,"Furthermore, STAT1-SOCS1 regulated poly(I:C)-induced TLR3 and IRF-7 expression.",TP,database,62,67,13,18
16809346,ERalpha,FoxO3a,"Together with the chromatin immunoprecipitation and biotinylated oligonucleotide pulldown data, the co-immunoprecipitation results also suggest the possibility that FoxM1 and FoxO3a cooperate to regulate ERalpha gene transcription",TP,database,204,211,175,181
16953238,p53,c-myc,"Several reports implicate hnRNP K having a role in tumorigenesis, for instance hnRNP K increases transcription of the oncogene c-myc and hnRNP K expression is regulated by the p53/MDM 2 pathway.",TP,database,176,179,127,132
17007882,PDX-1,Transcription factor,BACKGROUND: Transcription factor PDX-1 is expressed by human pancreatic and breast cancers.,TP,database,33,38,12,32
17029809,p63,p53,"These data strongly suggest that in anaplastic carcinomas, impairment of p53-mediated repression results in increased GLUT1 and p63 expression, and that this probably reflects the differential regulation of hypoxia-responsive pathways and basal/stem cell regulatory pathways",TP,database,128,131,73,76
17202361,IRF1,STAT3,"Thus, STAT3 also plays a role in the recruitment of the transcriptional activators p65 and IRF1, and the displacement of the transcriptional repressors p50 and IRF2 from the CXCL11 promoter also appears to regulate the induction of CXCL11 gene transcription",TP,database,91,95,6,11
17308128,c-fos,ERalpha,"Moreover, both GPR30 and ERalpha expression are required for c-fos stimulation and extracellular signal-regulated kinase (ERK) activation in response to either E2 or G-1.",TP,database,61,66,25,32
17340624,c-fos,ICER,Inducible cAMP early repressor splice variants ICER I and IIgamma both repress transcription of c-fos and chromogranin A.,TP,database,96,101,47,51
17426453,p63,p53,Can we exploit the biochemical know how gained from the mass of p53 research to further elucidate deltaNp63alpha gene function?,TP,database,104,107,64,67
17545671,PPARgamma,RORalpha,"Our data identify cAspAT as a new member of glyceroneogenesis, transcriptionally regulated by TZD via the control of RORalpha expression by PPARgamma in adipocytes.",TP,database,140,149,117,125
17699779,p53,ERalpha,"Here, we report that ERalpha inhibits p53-mediated transcriptional repression.",TP,database,38,41,21,28
17699779,p53,ERalpha,"Importantly, mutagenic conversion of this site to an activation element enabled ERalpha to repress p53-mediated transcriptional activation.",TP,database,99,102,80,87
17867593,IkappaBalpha,NFkappaB,"The NFkappaB regulated proteins IkappaBalpha, survivin, and cIAP1 were found in corresponding sites, again, at highest levels in islets surrounded by fibrosis.",TP,database,32,44,4,12
17899287,IkappaB-alpha,RelA,Correlation between RelA/IkappaB-alpha expression status and clinicopathological features of NSCLC was also analyzed.,TP,database,25,38,20,24
18061571,Elk-1,Egr-1,"Transcriptional response to muscarinic acetylcholine receptor stimulation: regulation of Egr-1 biosynthesis by ERK, Elk-1, MKP-1, and calcineurin in carbachol-stimulated human neuroblastoma cells.",TP,database,116,121,89,94
18082606,SCL,GATA-1,"Here, we show that NLI/Ldb1 and erythroid-binding partners GATA-1/SCL/LMO2 bind in vivo to the beta-globin locus control region (LCR).",TP,database,66,69,59,65
18315848,p63,p53,Barriers to the rotation of sidechains containing aromatic rings at the core of the proteins were reduced several-fold when p53 was mutated; in contrast they increased when p73 was mutated and decreased by a small amount in p63.,TP,database,224,227,124,127
18348649,TP73,TP53,"Unlike in TP53 gene, mutations in TP63 and TP73 genes are rare, however, germline mutations in TP63 are linked to the human developmental diseases.",TP,database,43,47,10,14
18374905,p53,c-jun,Inhibition of basal activity of c-jun-NH2-terminal kinase (JNK) represses the expression of presenilin-1 by a p53-dependent mechanism.,TP,database,110,113,32,37
18550535,IkappaBalpha,RelA,"NF-kappaB is controlled by two pathways, a canonical pathway that releases sequestered RelA complexes from the IkappaBalpha inhibitor, and a second, the noncanonical pathway, that releases RelB from the 100-kDa NF-kappaB2 complex.",TP,database,111,123,87,91
18794899,c-MYC,E2F1,"E2F1 deregulation suppresses beta-catenin activity in an adenomatous polyposis coli (APC)/glycogen synthase kinase-3 (GSK3)-independent manner, reducing the expression of key beta-catenin targets including c-MYC.",TP,database,206,211,0,4
18795655,C-Rel,NFkappaB,Promoter analysis suggests the implication of NFkappaB/C-Rel transcription factors in biliary atresia.,TP,database,55,60,46,54
18813803,GLI1,GLI2,"MAP3K10-induced DYRK2 phosphorylation combined with SUFU inhibition results in the stabilization and nuclear accumulation of GLI2 for transcriptional activation of GLI1, CCND1, CCND2, FOXA2, FOXC2, FOXP3, FOXQ1, RUNX2, and JAG2.",TP,database,164,168,125,129
18814047,p53,Sp1,"A functional MDM2 single nucleotide polymorphism (SNP309) in the promoter region increases the affinity of transcription activator Sp1 for the MDM2 gene promoter, resulting in higher expression of MDM2 and thus inhibition of p53 transcriptional activity.",TP,database,225,228,131,134
18976801,p53,c-myc,Adjustments for Cox-2 and c-myc had the strongest impact on VEGF as a prognosis predictor and LRIG1 was most influenced by adjustment for p53.,TP,database,138,141,26,31
19026785,Mitf,SOX10,The activation of p53-POMC/MSH-MC1R signaling is required for the UV-induced melanogenic response because PAX3 functions in synergy with SOX10 in a cAMP-response element (CRE)-dependent manner to regulate the transcription of Mitf.,TP,database,226,230,137,142
19026785,Mitf,PAX3,The protein encoded by paired-box homeotic gene 3 (PAX3) is a key regulator of the microphthalmia-associated transcription factor (Mitf) in the melanocyte lineage.,TP,database,131,135,51,55
19067706,p73,p53,Bexarotene-mediated ataxia telangiectasia mutated protein (ATM) activation in all studied lines suggests that ATM is likely to be the p53/p73 upstream activator.,TP,database,138,141,134,137
19325136,IkappaBalpha,NFkappaB,"Increasing TbetaRIII expression reduced NFkappaB-mediated transcriptional activation and IkappaBalpha degradation, whereas a TbetaRIII mutant unable to interact with beta-arrestin2, TbetaRIII-T841A, had no effect.",TP,database,89,101,40,48
19349300,IRF7,IRF-3,"Nucleotide substitutions in the C modules of other IFN-A genes disrupt IRF-3-mediated transcription, whereas a G/A substitution in the D modules enhances IRF7-mediated expression.",TP,database,154,158,71,76
19404962,c-Fos,STAT-1,STAT-1 and STAT-3 modulated the expression of c-Fos and directly transactivated the CCL2 promoter.,TP,database,46,51,0,6
19404962,c-Fos,STAT-3,STAT-1 and STAT-3 modulated the expression of c-Fos and directly transactivated the CCL2 promoter.,TP,database,46,51,11,17
19523927,p73,E2F-1,E2F-1 acts as a transcriptional regulator for p73.,TP,database,46,49,0,5
19576172,p73,E2F1,It has been shown that E2F1 acts as a transcriptional activator for p73.,TP,database,68,71,23,27
19576172,p73,E2F1,"Taken together, our present study indicates that E2F1 has a dual role in the regulation of p73",TP,database,91,94,49,53
19664188,p63,p53,Transforming growth factor-beta and mutant p53 conspire to induce metastasis by antagonizing p63: a (ternary) complex affair.,TP,database,93,96,43,46
19754415,p73,p53,"While p53 is the most frequently mutated gene in human tumors, p73 and p63 are rarely mutated or lost in cancers.",TP,database,63,66,6,9
19758438,Fra-1,c-Fos,"Comparison of AP-1 family proteins demonstrated high expression of JunD and c-Fos in HPV positive tumors, but interestingly, Fra-1 expression was extremely low or nil in these tumor tissues.",TP,database,125,130,76,81
19758438,Fra-1,JunD,"Comparison of AP-1 family proteins demonstrated high expression of JunD and c-Fos in HPV positive tumors, but interestingly, Fra-1 expression was extremely low or nil in these tumor tissues.",TP,database,125,130,67,71
19846904,p53,Sp1,"Taken together, these results suggest that sequestration of Sp1 could be one of the mechanisms by which p53 negatively regulates MGMT expression, thus enhancing sensitivity of tumor cells to O(6)-alkylguanine generating drugs.",TP,database,104,107,60,63
19895682,MYC,TCF7L2,These findings suggest that some splicing forms of TCF7L2 may be functionally important for regulation of MYC expression in colon tissue but this regulation is not directly dependent on rs6983267.,TP,database,106,109,51,57
