Class_ID1,Entrez_Gene_ID1,Species1,TF_GO_codes_molecular_function1,TF_GO_codes_biological_process1,Class_ID2,Entrez_Gene_ID2,Species2,TF_GO_codes_molecular_function2,TF_GO_codes_biological_process2,PMID,Gene_mention1,Gene_mention2,Sentence,prediction,pair_id,num_entities,num_unique_entities,all_mentions,unique_mentions,feedback_PD
6.4.1.0.1,860,9606,GO:0003702|GO:0016563,GO:0016481,6.4.1.0.2,861,9606,GO:0016563,GO:0045941|GO:0045944,19020999,RUNX2,RUNX1,These results demonstrate a novel binding target for RUNX1 and RUNX2 proteins and suggest that Galectin-3 is regulated by RUNX1 and RUNX2 in human pituitary tumor cells by direct binding to the promoter region of LGALS3 and thus may contribute to pituitary tumor progression.,0.14,PMID.dPMID19020999.s0.p6,6,3,RUNX1|RUNX2|Galectin-3|RUNX1|RUNX2|LGALS3,Galectin-3|LGALS3|RUNX1|RUNX2,x
6.4.1.0.1,860,9606,GO:0003702|GO:0016563,GO:0016481,1.1.4.1.2,1051,9606,,,17579210,Runx2,C/EBPbeta,"In the present study, we show that CCAAT/enhancer binding protein beta (C/EBPbeta) is a negative regulator of Runx2 expression and acts by directly binding a C/EBP element located at -591/-576 within the osteoblast-specific Runx2 P1 promoter.",1.16,PMID.dPMID17579210.s4.p0,3,2,C/EBPbeta|Runx2|Runx2,C/EBPbeta|Runx2,p
6.4.1.0.1,860,9606,GO:0003702|GO:0016563,GO:0016481,1.1.4.1.2,1051,9606,,,17579210,Runx2,C/EBPbeta,"ATRA, the effects of which are mediated by retinoic acid receptor alpha and gamma in C3H10T1/2 cells, stimulates the dissociation of C/EBPbeta from this element and promotes Runx2 expression.",0.31,PMID.dPMID17579210.s1.p0,2,2,C/EBPbeta|Runx2,C/EBPbeta|Runx2,p
6.4.1.0.1,860,9606,GO:0003702|GO:0016563,GO:0016481,3.1.2.5.5,1749,9606,GO:0016563,,16901655,Runx2,Dlx5,"In vitro and in vivo studies have reported that multiple integrated complex path ways (such as Wnt/LRP5/beta-catenin, BMP/Smads, 1, 25-(OH)2-vitaminD3/VDR/VDRE pathway, etc.) and several regulatory proteins (such as Msx2, Dlx5, Twists, etc.) play critical roles in modulating Runx2 gene expression, activity, and the subsequent bone formation.",0.15,PMID.dPMID16901655.s4.p5,4,3,VDR|VDR|Dlx5|Runx2,Dlx5|Runx2|VDR,e
6.4.1.0.1,860,9606,GO:0003702|GO:0016563,GO:0016481,3.1.2.5.5,1749,9606,GO:0016563,,17518720,Runx2,Dlx5,"Osx induced Dlx5 but did not affect Runx2 and Msx2, whereas stealth ribonucleic acid interference of Osx inhibited Dlx5 without affecting expression of Runx2 and Msx2.",0.02,PMID.dPMID17518720.s1.p20,8,4,Osx|Dlx5|Runx2|Msx2|Osx|Dlx5|Runx2|Msx2,Dlx5|Msx2|Osx|Runx2,n
6.4.1.0.1,860,9606,GO:0003702|GO:0016563,GO:0016481,1.2.4.1.1,3280,9606,GO:0016564,GO:0000122,16753023,RUNX2,HES1,HES1 cooperates with pRb to activate RUNX2-dependent transcription.,0.79,PMID.dPMID16753023.s15.p0,2,2,HES1|RUNX2,HES1|RUNX2,c
6.4.1.0.1,860,9606,GO:0003702|GO:0016563,GO:0016481,1.2.4.1.1,3280,9606,GO:0016564,GO:0000122,16753023,RUNX2,HES1,"Furthermore, both pRb and HES1 increase the amount of RUNX2 bound to promoter sites in vivo, pRb and HES1 synergistically activate a RUNX2-dependent reporter gene, and depletion of HES1 reduces RUNX2/pRb activity.",0.70,PMID.dPMID16753023.s1.p5,6,2,HES1|RUNX2|HES1|RUNX2|HES1|RUNX2,HES1|RUNX2,c
6.4.1.0.1,860,9606,GO:0003702|GO:0016563,GO:0016481,1.2.4.1.1,3280,9606,GO:0016564,GO:0000122,16753023,RUNX2,HES1,"Furthermore, both pRb and HES1 increase the amount of RUNX2 bound to promoter sites in vivo, pRb and HES1 synergistically activate a RUNX2-dependent reporter gene, and depletion of HES1 reduces RUNX2/pRb activity.",0.57,PMID.dPMID16753023.s1.p14,6,2,HES1|RUNX2|HES1|RUNX2|HES1|RUNX2,HES1|RUNX2,c
6.4.1.0.1,860,9606,GO:0003702|GO:0016563,GO:0016481,3.1.2.11.2,4488,9606,GO:0016564,,11683913,Runx2,Msx2,We have then found that the homeobox protein Msx2 is able to repress the transcription activity of Runx2 by interacting with it.,1.63,PMID.dPMID11683913.s4.p0,2,2,Msx2|Runx2,Msx2|Runx2,c
6.4.1.0.1,860,9606,GO:0003702|GO:0016563,GO:0016481,6.1.3.0.1,4772,9606,GO:0016563,GO:0006355,16960140,Runx-2,NFATc1,"In another study, NFATc1 cooperatively enhanced Osterix activation of the collagen 1a1 promoter, but did not enhance Runx-2 activity; evidence was provided for the formation of a novel NFATc1-Osterix complex.",0.38,PMID.dPMID16960140.s3.p0,3,2,NFATc1|Runx-2|NFATc1,NFATc1|Runx-2,c
6.4.1.0.1,860,9606,GO:0003702|GO:0016563,GO:0016481,1.1.4.2.4,4783,9606,,,18829486,Runx2,E4BP4,"Thus, the effect of E4BP4 was assessed in PTHrP-stimulated osteoblasts by measuring the RNA levels of both Runx2 and Osterix as major osteoblast transcriptional activators.",0.57,PMID.dPMID18829486.s6.p1,4,4,E4BP4|PTHrP|Runx2|Osterix,E4BP4|Osterix|PTHrP|Runx2,x
6.4.1.0.1,860,9606,GO:0003702|GO:0016563,GO:0016481,1.1.4.2.4,4783,9606,,,18829486,Runx2,E4BP4,"Because E4BP4 is a negative regulator of the cyclooxygenase-2 (COX-2) pathway that drives the expression of both Runx2 and Osterix, these factors were investigated after prostaglandin E(2) treatment to overcome the COX-2 defect as well as in E4BP4-silenced osteoblasts.",0.14,PMID.dPMID18829486.s5.p1,5,4,E4BP4|cyclooxygenase-2|Runx2|Osterix|E4BP4,cyclooxygenase-2|E4BP4|Osterix|Runx2,x
6.4.1.0.1,860,9606,GO:0003702|GO:0016563,GO:0016481,1.1.4.2.4,4783,9606,,,18829486,Runx2,E4BP4,"RESULTS: E4BP4 was specifically induced by PTHrP and inhibited both Runx2 and Osterix, whereas E4BP4-silenced osteoblasts expressed functional levels of both factors.",0.03,PMID.dPMID18829486.s3.p1,5,4,E4BP4|PTHrP|Runx2|Osterix|E4BP4,E4BP4|Osterix|PTHrP|Runx2,x
6.4.1.0.1,860,9606,GO:0003702|GO:0016563,GO:0016481,6.1.1.1.1,4790,9606,GO:0016563,GO:0010553|GO:0045941|GO:0051092,19414075,RUNX2,NF-kappaB,"The IKK2/NF-kappaB-induced BMP-2 up-regulation results in the enhancement of RUNX2 and Osterix expression, two critical regulators of the osteogenic differentiation program.",0.24,PMID.dPMID19414075.s3.p4,5,5,IKK2|NF-kappaB|BMP-2|RUNX2|Osterix,BMP-2|IKK2|NF-kappaB|Osterix|RUNX2,i
6.4.1.0.1,860,9606,GO:0003702|GO:0016563,GO:0016481,2.3.5.0.2,6591,9606,,GO:0000122,20128911,RUNX2,SLUG,"We found that SLUG is positively correlated with RUNX2 expression and deposition of mineralized matrix, and is regulated by Lef-1 and beta-catenin.",0.67,PMID.dPMID20128911.s3.p0,3,3,SLUG|RUNX2|Lef-1,Lef-1|RUNX2|SLUG,x
6.4.1.0.1,860,9606,GO:0003702|GO:0016563,GO:0016481,2.3.5.0.2,6591,9606,,GO:0000122,19756381,Runx2,Slug,"These data, with the finding that Slug is in vivo recruited by the promoters of Runx2 and Sox-9 genes, suggest that, in hOBs, Slug may act both as positive and negative transcriptional regulator of Runx2 and Sox-9 genes, respectively.",0.38,PMID.dPMID19756381.s1.p6,6,3,Slug|Runx2|Sox-9|Slug|Runx2|Sox-9,Runx2|Slug|Sox-9,e
6.4.1.0.1,860,9606,GO:0003702|GO:0016563,GO:0016481,2.3.5.0.2,6591,9606,,GO:0000122,19756381,Runx2,Slug,"These data, with the finding that Slug is in vivo recruited by the promoters of Runx2 and Sox-9 genes, suggest that, in hOBs, Slug may act both as positive and negative transcriptional regulator of Runx2 and Sox-9 genes, respectively.",0.38,PMID.dPMID19756381.s1.p9,6,3,Slug|Runx2|Sox-9|Slug|Runx2|Sox-9,Runx2|Slug|Sox-9,e
6.4.1.0.1,860,9606,GO:0003702|GO:0016563,GO:0016481,2.3.5.0.2,6591,9606,,GO:0000122,19756381,Runx2,Slug,"These data, with the finding that Slug is in vivo recruited by the promoters of Runx2 and Sox-9 genes, suggest that, in hOBs, Slug may act both as positive and negative transcriptional regulator of Runx2 and Sox-9 genes, respectively.",0.30,PMID.dPMID19756381.s1.p0,6,3,Slug|Runx2|Sox-9|Slug|Runx2|Sox-9,Runx2|Slug|Sox-9,e
6.4.1.0.1,860,9606,GO:0003702|GO:0016563,GO:0016481,4.1.1.5.2,6662,9606,GO:0003702|GO:0003704,GO:0006357,20196777,RUNX-2,SOX-9,"RUNX-2 down-regulation resulted in reduced MMP-13 expression in osteoarthritic chondrocytes and inhibition of SOX-9 in increased RUNX-2 and MMP-13 mRNA expression in normal chondrocytes, whereas inhibition of FGF-23 resulted in reduced RUNX-2 mRNA expression in osteoarthritic chondrocytes (all P < 0.0001).",0.98,PMID.dPMID20196777.s4.p5,7,4,RUNX-2|MMP-13|SOX-9|RUNX-2|MMP-13|FGF-23|RUNX-2,FGF-23|MMP-13|RUNX-2|SOX-9,c
6.4.1.0.1,860,9606,GO:0003702|GO:0016563,GO:0016481,4.1.1.5.2,6662,9606,GO:0003702|GO:0003704,GO:0006357,19756381,Runx2,Sox-9,"These data, with the finding that Slug is in vivo recruited by the promoters of Runx2 and Sox-9 genes, suggest that, in hOBs, Slug may act both as positive and negative transcriptional regulator of Runx2 and Sox-9 genes, respectively.",0.09,PMID.dPMID19756381.s1.p8,6,3,Slug|Runx2|Sox-9|Slug|Runx2|Sox-9,Runx2|Slug|Sox-9,c
6.4.1.0.1,860,9606,GO:0003702|GO:0016563,GO:0016481,6.3.1.0.1,7157,9606,GO:0016563|GO:0016564|GO:0016566,GO:0000122|GO:0006355|GO:0010552|GO:0010553|GO:0045941|GO:0045944,19746444,Runx2,p53,"Absence of p53 correlates with increased Runx2 expression, while the slow proliferation of OS1 cells is perhaps attenuated by pRB retention.",0.92,PMID.dPMID19746444.s5.p0,2,2,p53|Runx2,p53|Runx2,x
6.4.1.0.1,860,9606,GO:0003702|GO:0016563,GO:0016481,1.2.3.2.1,7291,9606,,,12270142,CBFA1,TWIST,TWIST inactivation reduces CBFA1/RUNX2 expression and DNA binding to the osteocalcin promoter in osteoblasts.,0.90,PMID.dPMID12270142.s7.p0,4,3,TWIST|CBFA1|RUNX2|osteocalcin,CBFA1|osteocalcin|RUNX2|TWIST,e
6.4.1.0.1,860,9606,GO:0003702|GO:0016563,GO:0016481,1.2.3.2.1,7291,9606,,,12270142,RUNX2,TWIST,TWIST inactivation reduces CBFA1/RUNX2 expression and DNA binding to the osteocalcin promoter in osteoblasts.,0.90,PMID.dPMID12270142.s7.p1,4,3,TWIST|CBFA1|RUNX2|osteocalcin,CBFA1|osteocalcin|RUNX2|TWIST,e
6.4.1.0.1,860,9606,GO:0003702|GO:0016563,GO:0016481,1.2.3.2.1,7291,9606,,,12270142,RUNX2,TWIST,"This provides the first evidence that TWIST inactivation alters CBFA1/RUNX2 expression and Cbfa1 binding ability to the osteocalcin promoter, indicating that CBFA1/RUNX2 is a target gene for TWIST in human osteoblasts",0.43,PMID.dPMID12270142.s0.p1,8,3,TWIST|CBFA1|RUNX2|Cbfa1|osteocalcin|CBFA1|RUNX2|TWIST,Cbfa1|CBFA1|osteocalcin|RUNX2|TWIST,e
6.4.1.0.1,860,9606,GO:0003702|GO:0016563,GO:0016481,1.2.3.2.1,7291,9606,,,12270142,CBFA1,TWIST,"This provides the first evidence that TWIST inactivation alters CBFA1/RUNX2 expression and Cbfa1 binding ability to the osteocalcin promoter, indicating that CBFA1/RUNX2 is a target gene for TWIST in human osteoblasts",0.43,PMID.dPMID12270142.s0.p0,8,3,TWIST|CBFA1|RUNX2|Cbfa1|osteocalcin|CBFA1|RUNX2|TWIST,Cbfa1|CBFA1|osteocalcin|RUNX2|TWIST,e
6.4.1.0.1,860,9606,GO:0003702|GO:0016563,GO:0016481,1.2.3.2.1,7291,9606,,,18453541,RUNX2,TWIST,We observed increased TWIST and RUNX2 expressions upon osteogenic induction and downregulation of TWIST through short hairpin RNA reduced the induction level of RUNX2.,0.05,PMID.dPMID18453541.s1.p5,4,2,TWIST|RUNX2|TWIST|RUNX2,RUNX2|TWIST,e
6.4.1.0.2,861,9606,GO:0016563,GO:0045941|GO:0045944,6.4.1.0.3,864,9606,,GO:0006355,15688019,RUNX1,RUNX3,"We show that RUNX3 regulates RUNX1 expression, contributing to the mutually exclusive expression of RUNX3 and RUNX1 in human B lymphoid cell lines.",3.34,PMID.dPMID15688019.s4.p0,4,2,RUNX3|RUNX1|RUNX3|RUNX1,RUNX1|RUNX3,e
6.4.1.0.2,861,9606,GO:0016563,GO:0045941|GO:0045944,6.4.1.0.3,864,9606,,GO:0006355,19403666,RUNX1,RUNX3,The TLE binding VWRPY sequence from the C terminus of RUNX3 was found to be required for repression of the RUNX1 P1 promoter in a B-lymphoma cell line.,1.68,PMID.dPMID19403666.s2.p0,2,2,RUNX3|RUNX1,RUNX1|RUNX3,p
6.4.1.0.2,861,9606,GO:0016563,GO:0045941|GO:0045944,6.4.1.0.3,864,9606,,GO:0006355,15688019,RUNX1,RUNX3,"siRNA inhibition of RUNX3 in lymphoblastoid cells resulted in increased RUNX1 expression, indicating that continuous expression of physiological levels of RUNX3 is required to maintain repression.",1.05,PMID.dPMID15688019.s2.p0,3,2,RUNX3|RUNX1|RUNX3,RUNX1|RUNX3,e
6.4.1.0.2,861,9606,GO:0016563,GO:0045941|GO:0045944,6.4.1.0.3,864,9606,,GO:0006355,19603429,RUNX1,RUNX3,RUNX3-mediated repression of RUNX1 in B cells.,0.79,PMID.dPMID19603429.s4.p0,2,2,RUNX3|RUNX1,RUNX1|RUNX3,e
6.4.1.0.2,861,9606,GO:0016563,GO:0045941|GO:0045944,6.4.1.0.3,864,9606,,GO:0006355,19403666,RUNX1,RUNX3,The results demonstrate the importance of RUNX3-mediated repression of RUNX1 for EBV-driven B-cell proliferation and identify functional differences between human RUNX family proteins.,0.48,PMID.dPMID19403666.s0.p0,2,2,RUNX3|RUNX1,RUNX1|RUNX3,x
6.4.1.0.2,861,9606,GO:0016563,GO:0045941|GO:0045944,6.4.1.0.3,864,9606,,GO:0006355,16584381,RUNX1,RUNX3,"Knockdown of RUNX3 in these cells induces RUNX1 expression and inhibits cell proliferation, directly showing that RUNX proteins can regulate B-cell growth",0.39,PMID.dPMID16584381.s0.p0,2,2,RUNX3|RUNX1,RUNX1|RUNX3,e
6.4.1.0.2,861,9606,GO:0016563,GO:0045941|GO:0045944,6.4.1.0.3,864,9606,,GO:0006355,15688019,RUNX1,RUNX3,"We show that RUNX3 regulates RUNX1 expression, contributing to the mutually exclusive expression of RUNX3 and RUNX1 in human B lymphoid cell lines.",0.21,PMID.dPMID15688019.s4.p3,4,2,RUNX3|RUNX1|RUNX3|RUNX1,RUNX1|RUNX3,e
6.4.1.0.2,861,9606,GO:0016563,GO:0045941|GO:0045944,6.4.1.0.3,864,9606,,GO:0006355,15688019,RUNX1,RUNX3,RUNX3 repressed the RUNX1 P1 promoter by binding specifically to conserved RUNX sites near the transcription start of the promoter.,0.14,PMID.dPMID15688019.s3.p0,2,2,RUNX3|RUNX1,RUNX1|RUNX3,p
6.4.1.0.2,861,9606,GO:0016563,GO:0045941|GO:0045944,3.5.2.3.2,1998,9606,GO:0016563|GO:0016564,GO:0006357,14970218,AML1,NERF-1a,"The interaction between AML1 and NERF-2 led to cooperative transactivation of the blk promoter, whereas the interaction between AML1 and NERF-1a led to repression of AML1-mediated transactivation.",0.12,PMID.dPMID14970218.s3.p14,6,3,AML1|NERF-2|blk|AML1|NERF-1a|AML1,AML1|blk|NERF-1a|NERF-2,c
6.4.1.0.2,861,9606,GO:0016563,GO:0045941|GO:0045944,3.5.2.3.3,2000,9606,GO:0016563,GO:0006355|GO:0045944,16581786,AML1,MEF,"The MEF (also known as ELF4) gene is repressed by several leukemia-associated fusion transcription factor proteins (PML-retinoic acid receptor alpha and AML1-ETO), but it is also activated by retroviral insertion in several cancer models.",0.00,PMID.dPMID16581786.s4.p3,4,3,MEF|ELF4|PML|AML1,AML1|ELF4|MEF|PML,x
6.4.1.0.2,861,9606,GO:0016563,GO:0045941|GO:0045944,3.5.2.6.1,2120,9606,,,11078523,AML1,TEL,"We also show that the leukemia-associated fusion protein TEL/AML1 is modified by SUMO-1 and found in the TEL bodies, in a pattern quite different from what we observe and report for AML1.",0.88,PMID.dPMID11078523.s2.p0,5,3,TEL|AML1|SUMO-1|TEL|AML1,AML1|SUMO-1|TEL,w
6.4.1.0.2,861,9606,GO:0016563,GO:0045941|GO:0045944,3.5.2.6.1,2120,9606,,,9652733,AML1,TEL,Lack of TEL/AML1 fusion in pediatric AML: further evidence for lineage specificity of TEL/AML1.,0.66,PMID.dPMID9652733.s10.p3,4,2,TEL|AML1|TEL|AML1,AML1|TEL,w
6.4.1.0.2,861,9606,GO:0016563,GO:0045941|GO:0045944,3.5.2.6.1,2120,9606,,,8639909,AML1,TEL,"In the present study, we have sought allelic deletions of TEL and the presence of the t(12;21) in 50 children with B-lineage ALL, using a combination of microsatellite typing, fluorescent in situ hybridization (FISH), and analysis of the fusion transcripts resulting from the TEL-AML1 gene fusion.",0.66,PMID.dPMID8639909.s6.p5,4,3,TEL|ALL|TEL|AML1,ALL|AML1|TEL,w
6.4.1.0.2,861,9606,GO:0016563,GO:0045941|GO:0045944,3.5.2.6.1,2120,9606,,,19837270,AML1,ETV6,"The prognostic significance of the profiles of these genes and the association between alterations in these genes and known cytogenetic prognostic factors (BCR/ABL; ETV6/RUNX1, formerly TEL/AML1; MLL rearrangement; and ploidy changes of chromosomes) were also assessed.",0.60,PMID.dPMID19837270.s5.p4,5,4,ABL|ETV6|RUNX1|AML1|MLL,ABL|AML1|ETV6|MLL|RUNX1,w
6.4.1.0.2,861,9606,GO:0016563,GO:0045941|GO:0045944,3.5.2.6.1,2120,9606,,,8609706,AML1,TEL,"Moreover, TEL/AML1 expression defined a distinct subgroup of patients characterized by an age between 1 and 10 years, B lineage immunophenotype, non-hyperdiploid DNA content and an excellent prognosis.",0.52,PMID.dPMID8609706.s1.p0,2,2,TEL|AML1,AML1|TEL,w
6.4.1.0.2,861,9606,GO:0016563,GO:0045941|GO:0045944,3.5.2.6.1,2120,9606,,,11801462,AML1,TEL,TEL-AML1 expression was normalized relative to the levels of AML1 transcripts.,0.45,PMID.dPMID11801462.s6.p0,3,2,TEL|AML1|AML1,AML1|TEL,w
6.4.1.0.2,861,9606,GO:0016563,GO:0045941|GO:0045944,3.5.2.6.1,2120,9606,,,15749681,AML1,TEL,We conclude that the incidence of TEL/AML1 is lower in the Indian population.,0.42,PMID.dPMID15749681.s0.p0,2,2,TEL|AML1,AML1|TEL,w
6.4.1.0.2,861,9606,GO:0016563,GO:0045941|GO:0045944,3.5.2.6.1,2120,9606,,,10490596,AML-1,TEL,This translocation fuses a putative repressor domain from the TEL DNA-binding protein to nearly all of the AML-1B transcription factor.,0.41,PMID.dPMID10490596.s6.p0,2,2,TEL|AML-1,AML-1|TEL,w
6.4.1.0.2,861,9606,GO:0016563,GO:0045941|GO:0045944,3.5.2.6.1,2120,9606,,,15704129,RUNX1,ETV6,ETV6/RUNX1 fusion at diagnosis and relapse: some prognostic indications.,0.40,PMID.dPMID15704129.s11.p0,2,2,ETV6|RUNX1,ETV6|RUNX1,w
6.4.1.0.2,861,9606,GO:0016563,GO:0045941|GO:0045944,3.5.2.6.1,2120,9606,,,9359509,AML1,TEL,"In 14 of these cases (63%), TEL-AML1 expression was detected, whereas t(4;11), t(11;19) and t(9;22) translocations were found by molecular methods in only three cases (14%).",0.39,PMID.dPMID9359509.s2.p0,2,2,TEL|AML1,AML1|TEL,w
6.4.1.0.2,861,9606,GO:0016563,GO:0045941|GO:0045944,3.5.2.6.1,2120,9606,,,19813247,AML1,TEL,"We monitored the responses of patients with pediatric acute lymphoblastic leukemia (pALL) using DNA markers, TEL/AML1 expression, and scanning fluorescence microscopy (SFM).",0.34,PMID.dPMID19813247.s2.p0,2,2,TEL|AML1,AML1|TEL,w
6.4.1.0.2,861,9606,GO:0016563,GO:0045941|GO:0045944,3.5.2.6.1,2120,9606,,,19813247,AML1,TEL,"CD10+ ancestor cells with germline antigen receptors, but silent TEL/AML1 expression, may reside in the lymphoid stem cell compartment of treated t(12;21)-positive patients and might act as a potential source of cells for late relapses",0.26,PMID.dPMID19813247.s0.p2,3,3,CD10|TEL|AML1,AML1|CD10|TEL,w
6.4.1.0.2,861,9606,GO:0016563,GO:0045941|GO:0045944,3.5.2.6.1,2120,9606,,,8913730,CBFA2,ETV6,Nine of the 34 patient samples expressed the ETV6/CBFA2 transcript.,0.23,PMID.dPMID8913730.s6.p0,2,2,ETV6|CBFA2,CBFA2|ETV6,w
6.4.1.0.2,861,9606,GO:0016563,GO:0045941|GO:0045944,3.5.2.6.1,2120,9606,,,19890372,RUNX1,ETV6,Manipulation of ETV6/RUNX1 expression and chromatin immunoprecipitation studies showed that the high expression of the miRNA cluster is an event independent of the ETV6/RUNX1 fusion protein.,0.22,PMID.dPMID19890372.s4.p0,5,3,ETV6|RUNX1|chr|ETV6|RUNX1,chr|ETV6|RUNX1,w
6.4.1.0.2,861,9606,GO:0016563,GO:0045941|GO:0045944,3.5.2.6.1,2120,9606,,,8751464,AML1,TEL,"In addition, our method could be a powerful tool for quantification of the TEL/AML1 transcript and for the detection of MRD",0.22,PMID.dPMID8751464.s0.p0,2,2,TEL|AML1,AML1|TEL,w
6.4.1.0.2,861,9606,GO:0016563,GO:0045941|GO:0045944,3.5.2.6.1,2120,9606,,,8657108,AML1,TEL,The t(12;21) translocation is present in up to 30% of childhood B-cell acute lymphoblastic and fuses a potential dimerization motif from the ets-related factor TEL to the N terminus of AML1.,0.21,PMID.dPMID8657108.s6.p0,2,2,TEL|AML1,AML1|TEL,w
6.4.1.0.2,861,9606,GO:0016563,GO:0045941|GO:0045944,3.5.2.6.1,2120,9606,,,19403666,RUNX1,TEL,The TEL-RUNX1 fusion gene from acute B-lymphocytic leukemia retains almost all of the RUNX1 sequence but does not prevent B-cell proliferation in the same assay.,0.18,PMID.dPMID19403666.s5.p1,3,2,TEL|RUNX1|RUNX1,RUNX1|TEL,x
6.4.1.0.2,861,9606,GO:0016563,GO:0045941|GO:0045944,3.5.2.6.1,2120,9606,,,9031076,AML1,TEL,"The crucial chimeric gene, TEL-AML1, is transcribed from the der(21) and encodes the 336 NH2 aminoacics of TEL fused to the majority of the AML1 protein.",0.18,PMID.dPMID9031076.s2.p3,4,2,TEL|AML1|TEL|AML1,AML1|TEL,x
6.4.1.0.2,861,9606,GO:0016563,GO:0045941|GO:0045944,3.5.2.6.1,2120,9606,,,9359509,AML1,TEL,Percentages of CD13 or CD33 expressing leukaemic cells were found to be higher in TEL-AML1 positive cases (n = 22) than in TEL-AML1 negative (n = 74) cases (P<0.001).,0.17,PMID.dPMID9359509.s4.p0,4,2,TEL|AML1|TEL|AML1,AML1|TEL,x
6.4.1.0.2,861,9606,GO:0016563,GO:0045941|GO:0045944,3.5.2.6.1,2120,9606,,,15837750,AML1,TEL,"The TEL-AML1 fusion product was expressed in all t(12;21)+ cases, whereas the reciprocal fusion product AML1-TEL was expressed in only 76%.",0.15,PMID.dPMID15837750.s4.p0,4,2,TEL|AML1|AML1|TEL,AML1|TEL,x
6.4.1.0.2,861,9606,GO:0016563,GO:0045941|GO:0045944,3.5.2.6.1,2120,9606,,,11559948,AML1,TEL,"Deletion of 12p resulting in the loss of the normal allele of TEL and nonspecific del(6q) were noted in 8% (1/12) and 25% (3/12) of the TEL/AML1+ children, respectively.",0.14,PMID.dPMID11559948.s6.p2,3,2,TEL|TEL|AML1,AML1|TEL,x
6.4.1.0.2,861,9606,GO:0016563,GO:0045941|GO:0045944,3.5.2.6.1,2120,9606,,,8751464,AML1,TEL,The reciprocal AML1/TEL transcripts were detected in 12 (86%) of the 14 cases expressing a TEL/AML1 transcript.,0.13,PMID.dPMID8751464.s10.p5,4,2,AML1|TEL|TEL|AML1,AML1|TEL,x
6.4.1.0.2,861,9606,GO:0016563,GO:0045941|GO:0045944,3.5.2.6.1,2120,9606,,,14527352,AML1,TEL,All fourteen patients positive for TEL/AML1 gene fusion were mosaic.,0.08,PMID.dPMID14527352.s13.p0,2,2,TEL|AML1,AML1|TEL,x
6.4.1.0.2,861,9606,GO:0016563,GO:0045941|GO:0045944,3.5.2.6.1,2120,9606,,,11001911,AML1,TEL,"This rearrangement results in the in frame fusion of the 5'-region of the ETS-related gene, TEL (ETV6), to almost the entire acute myeloid leukemia 1 (AML1) (also called CBFA2 or PEBP2AB1) locus and expression of the TEL-AML1 chimeric protein.",0.07,PMID.dPMID11001911.s4.p20,7,2,TEL|ETV6|acute myeloid leukemia 1|AML1|CBFA2|TEL|AML1,acute myeloid leukemia 1|AML1|CBFA2|ETV6|TEL,w
6.4.1.0.2,861,9606,GO:0016563,GO:0045941|GO:0045944,3.5.2.6.1,2120,9606,,,16965388,RUNX1,ETV6,ETV6/RUNX1 was found in 45% of cases and in the majority (10/18; 56%) of ALLs with sole +21.,0.07,PMID.dPMID16965388.s2.p0,3,3,ETV6|RUNX1|ALL,ALL|ETV6|RUNX1,x
