pmid,gene1,gene2,sentence,class,details
18491256,ASCL1,HES1,"There was a significant positive correlation between NOTCH1 and HES1 mRNA levels, but no indication that HES1 was inhibiting ASCL1 transcription was found.",TP,database
18547443,p73,p53,"RESULTS: Here we have studied, mostly in human HCT116 colon adenocarcinoma cells with an intact p53 pathway, the effects of dominant-inhibitory p53 mutants and of Deltaex2/3p73, a tumor-associated DeltaTA-competitor of wild-type p53, on the nuclear transactivation-dependent and extra-nuclear transactivation-independent functions of wild-type p53.",TP,database
18664273,AP1,Smad4,"RESULTS: Herein, we report that Smad4 mediates transcriptional regulation through three different mechanisms, namely through Smad4 binding to a functional SBE site exclusively in the LAMA3 promoter, Smad4 binding to AP1 (and Sp1) sites presumably via interaction with AP1 family components and lastly a Smad4 impact on transcription of AP1 factors.",TP,database
18937546,p63,p53,"In this study we investigated the function of p63, a p53 family member, in the regulation of the expression of various types of chemokine ligands by focusing on the property of p63 as an epitheliotropic transcription factor.",TP,database
19129371,NFKBIA,RELA,"We analysed RELA, CHUK, NFKBIA and IL6 mRNA levels (RT-PCR); RELA, CHUK and NFKBIA proteins and p-NFKBIA/NFKBIA ratio (western blot); and NFKB binding (DNA shift assay) and IL6 concentration (ELISA) in endometrial explants.",TP,database
19202062,p53,c-Myc,"Together, these results define the role of miR-145 in the posttranscriptional regulation of c-Myc by p53 and suggest that, as a new member of the p53 regulatory network, miR-145 provides a direct link between p53 and c-Myc in this gene regulatory network",TP,database
19401348,WT1,PAX2,Additional analyses indicated that PAX2 repressor WT1 and cancer-linked hypomethylation are not important for transcriptional regulation of PAX2 in ccRCC.,TP,database
19433065,IRF-7,IRF-1,"In monocytic U937 cells, IRF-1 is activated by IFN-gamma but not by IFN-alpha/beta, whereas it is the reverse for IRF-7; in the latter cells, only IFN-gamma is capable of stimulating CD80 transcription emphasizing the essential role of IRF-1.",TP,database
19524422,p53,ERalpha,"Considering that MCF-7 cells express functional Estrogen receptor alpha (ERalpha) and wild-type p53, whereas MDA-MB-231 cells which are ERalpha-negative express mutant p53, the anti-proliferation effect of triptolide on MCF-7 and MDA-MB-231 cells were examined, the apoptotic effect and cell cycle arrest caused by triptolide were investigated, ERalpha and p53 expression were also observed in this paper.",TP,database
19568426,C-MYC,CTCF,Targeted deletion of multiple CTCF-binding elements in the human C-MYC gene reveals a requirement for CTCF in C-MYC expression.,TP,database
19576172,p73,E2F1,"Additionally, the deletion analysis showed that E2F1(1-117) has an undetectable effect on p73, whereas E2F1(1-285) and E2F1(1-414) have an ability to promote degradation of p73 and inhibition of p73 transcriptional activity, suggesting that the region of E2F1 between amino acid residues 118 and 285 has a critical role in the regulation of p73.",TP,database
19576172,p73,E2F1,Immunoprecipitation experiments demonstrated that E2F1 forms a complex with p73 and inhibits the transcriptional activity of p73.,TP,database
19576172,p73,E2F1,"In this study, we have found that deregulated expression of E2F1 increases the mRNA level of p73, however, E2F1 promotes the degradation of p73.",TP,database
19861456,p73,p53,"p73 is a major determinant of chemosensitivity in humans, and mutant p53 proteins carrying specific polymorphisms can induce drug resistance by inhibiting TAp73.",TP,database
19952113,p73,p53,"We have previously characterized how p53 family proteins control the transcriptional regulation of the platelet-derived growth factor beta-receptor (PDGFRB) and found that DeltaNp73alpha, acting dominant-negatively to p53 and p73, can upregulate PDGFRB promoter activity.",TP,database
20066163,c-MYC,AP-2,Chromatin immunoprecipitation assays demonstrated that AP-2 proteins bound to a cluster of AP-2 binding sites located within a 2 kb upstream regulatory region of c-myc These results suggest that the negative regulation of AP-2 on c-MYC activity was achieved through binding of AP-2 protein to the c-myc gene.,TP,database
20133699,Myc,Tcf-4,We also demonstrate that one such enhancer element physically interacts with the Myc promoter via transcription factor Tcf-4 binding and acts in an allele specific manner to regulate Myc expression.,TP,database
20160496,p53,NFkappaB,"In addition, since both Noxa and p53AIP1 have been shown to be important components of p53-mediated cell death responses, these findings may also indicate critical points where NFkappaB plays a pro-apoptotic role downstream of p53",TP,database
20160496,p53,NFkappaB,"We found in agreement with a recent report showing that NFkappaB is required for the efficient activation of the BH3-only protein Noxa by the p53 family member p73, that p53's ability to induce Noxa is also impeded by inhibition of NFkappaB.",TP,database
20418387,TTF-1,Sp1,"DETA-NO decreased TTF-1, but not Sp1, levels, suggesting that reduced TTF-1 expression contributes to reduced TTF-1 binding activity.",TP,database
20566737,TAL1,GATA1,"Finally, analysis of recruitment of GATA1, a protein partner of TAL1, to sequences occupied by TAL1 suggests that TAL1's binding is necessary prior or simultaneous to that of GATA1.",TP,database
20587660,p53,c-Myc,"Chromatin immunoprecipitation assay and RNA interference studies with cells deficient in p53 and p21 show that ascofuranone induces p21(WAF1/CIP1) expression and subsequent G(1) arrest through the release of p21(WAF1/CIP1) promoter from c-Myc-mediated transcriptional repression, independent of p53.",TP,database
20590529,c-Jun,MEF2A,"Interestingly, endogenous p300 only associates with MEF2A in differentiated macrophages, indicating that MEF2A/D could activate c-Jun expression in macrophages through a MEF2A/D-p300 activator complex.",TP,database
8491780,HNF1,HNF4,"Since recent evidence indicates that HNF4 controls HNF1 expression, it can be proposed that the HNF4 gene is the primary target of the pleiotropic extinguisher",TP,database
8523525,Sp1,Sp3,"However, in HeLa and Drosophila SL-2 cells, Sp1 acted as a transcriptional activator of the LTRs, while Sp3 acted as a repressor of Sp1-mediated transcriptional activation.",TP,database
8523525,Sp3,Sp1,"However, in HeLa and Drosophila SL-2 cells, Sp1 acted as a transcriptional activator of the LTRs, while Sp3 acted as a repressor of Sp1-mediated transcriptional activation.",TP,database
8621476,Sp1,Sp3,"Previous studies have shown that Sp3 repressed Sp1-mediated transcriptional activation, suggesting that Sp3 is an inhibitory member of the Sp family.",TP,database
8866553,MODY3,MODY,"One form of maturity-onset diabetes of the young (MODY) results from mutations in a gene, designated MODY3, located on chromosome 12 in band q24.",TP,database
9224612,Sp1,Sp3,"We have also previously determined that Sp3 and Sp1, two members of the Sp family of transcription factors, encode the 115 and 95 kDa RCPs respectively and that Rb stimulates Sp1/Sp3-mediated transcription in vivo.",TP,database
9224612,Sp3,Sp1,"We have also previously determined that Sp3 and Sp1, two members of the Sp family of transcription factors, encode the 115 and 95 kDa RCPs respectively and that Rb stimulates Sp1/Sp3-mediated transcription in vivo.",TP,database
9242631,Sp3,Sp1,"Finally, a combination of cell transfections and DNA-binding assays excluded that COL1A2 transactivation involves the retinoblastoma gene product (pRb), an activator of Sp1, the pRb-related protein p107, an inhibitor of Sp1, or the Sp1-related repressor, Sp3",TP,database
9610763,Sp1,Sp3,"Sp1 but not Sp3 activates the human LCAT promoter and when Sp1 is co-transfected along with Sp3, Sp3 functions as a dose-dependent repressor of Sp1-mediated activation.",TP,database
9632663,Sp1,Sp3,"Co-transfection studies using Sp1 and/or Sp3 expression plasmids revealed that while Sp1 stimulated, Sp3 repressed Sp1-mediated transactivation of TC II transcription.",TP,database
9867805,Sp3,Sp1,"Neither Sp3 nor Sp4 was able to activate transcription in those cells, and transcriptional activation by Sp1 was repressed by Sp3 or Sp4.",TP,database
10362515,Sp1,Sp3,"Expression of Btk was found in ES cells and levels of expression were the same as in ES cells with a targeted deletion of the Sp1 gene, suggesting that Sp3 acts as a positive regulator of Btk in vivo, in the absence of Sp1",TP,database
11337507,Sp1,Sp3,"Supershift assays showed no effect of the anti-Sp1 antibody on complex formation, whereas the anti-Sp3 antibody had a strong effect on protein.DNA complex formation, suggesting that Sp3 is one of the main factors binding to this Sp1 site.",TP,database
12372430,p53,ATF3,These results clearly show that the human ATF3 gene is one of the target genes directly activated by p53 and may suggest a functional link between stress-inducible transcriptional repressor ATF3 and p53,TP,database
12509426,Sp1,Sp3,"Additionally, in Gal4-Sp1/-Sp3-Gal4-luciferase assays, oxidative stress increased Sp1 but not Sp3 transactivating capacity, indicating additional mechanism(s) of VEGF-A gene regulation.",TP,database
12513689,Sp3,Sp1,"These results help to explain the complex regulation of the Sp1 gene, which depends on the relative amounts of Sp1, Sp3, E2F and NF-Y proteins in the cell.",TP,database
12513689,Sp3,Sp1,"Whereas overexpression of NF-Y or E2F had an additive effect on Sp1 overexpression, the activation of Sp1 transcription due to Sp1 was counteracted by Sp3 overexpression.",TP,database
12627330,MODY,MODY3,"AIMS/HYPOTHESIS: The aim of this study was to examine the prevalence and nature of mutations in HNF4alpha/MODY1, GCK/MODY2 and HNF-1alpha/MODY3 genes in Czech subjects with clinical diagnosis of MODY.",TP,database
12888570,Sp3,Sp1,"Because we demonstrated previously that Sp1 was a strong activator of COL2A1 gene expression via the -63/+1 promoter region, whereas Sp3 overexpression blocked Sp1-induced promoter activity and inhibited COL2A1 gene transcription, we conclude that IL-1 beta down-regulation of that gene, as we found previously for transforming growth factor-beta 1, is mediated by an increase in the Sp3/Sp1 ratio.",TP,database
