pmid,gene1,gene2,sentence,class,details
10938265,MITF,WS4,"Finally, we show that three SOX10 mutations found in WS4 abolish the transcriptional activity of the resulting Sox10 proteins toward the MITF promoter.",TP,database
10938265,MITF,Pax3,"WS1 and WS3 are caused by mutation in the gene encoding the transcription factor Pax3, which regulates MITF expression.",TP,database
10958673,CHOP,ATF6,"We report here that overexpression of soluble ATF6 activates transcription of the CHOP and XBP-1 genes as well as of ER chaperone genes constitutively, whereas overexpression of a dominant negative mutant of ATF6 blocks the induction by ER stress.",TP,database
10965053,DAX-1,Ad4BP,"Even though the Ad4BP-dependent transcriptional regulation of the DAX-1 gene has been reported, DAX-1 did not affect the transcriptional activity of the hFTZ-F1 gene in our study.",TP,database
10995748,c-Jun,Smad3,Structural and functional characterization of the transforming growth factor-beta -induced Smad3/c-Jun transcriptional cooperativity.,TP,database
11028915,p53-related protein p73,p53,"One involves the tumour-suppressor protein p53, the other is mediated by the p53-related protein p73.",TP,database
11034215,p73,E2F-1,Here we show that E2F-1 induces the transcription of the p53 homologue p73.,TP,database
11069829,IkappaBalpha,NF-kappaB,"The reduced expression of nuclear NF-kappaB was not due to its inhibition by IkappaBalpha, as very low expression of IkappaBalpha, as well as low levels of p65 and p50 were found in the cytoplasm of PBMC from patients with sepsis and trauma when compared with control subjects.",TP,database
11101847,TP73,E2F1,"Here we provide evidence that E2F1 directly activates transcription of TP73, leading to activation of p53-responsive target genes and apoptosis.",TP,database
11121417,Elk-1,early growth response-1,Induction of early growth response-1 gene expression by calmodulin antagonist trifluoperazine through the activation of Elk-1 in human fibrosarcoma HT1080 cells.,TP,database
11121417,Elk-1,Egr-1,We propose that the calmodulin antagonist TFP stimulates Egr-1 gene expression by modulating Ras/MEK/Erk and activation of the Elk-1 pathway in human fibrosarcoma HT1080 cells,TP,database
11148566,p53,c-myc,"CONCLUSIONS: Because c-myc is a known inducer of wild type p53, decreased c-myc expression may lead to uncontrolled cell growth because of the lack of p53 expression that normally induces apoptosis.",TP,database
11181451,p51,p53,"p53CP is p51/p63, the third member of the p53 gene family: partial purification and characterization.",TP,database
11181451,p63,p53,"p53CP is p51/p63, the third member of the p53 gene family: partial purification and characterization.",TP,database
11181451,p51,p53,"Thus, p53CP appears to be p51/p63, the third member of the p53 gene family",TP,database
11181451,p63,p53,"Thus, p53CP appears to be p51/p63, the third member of the p53 gene family",TP,database
11222729,IRF-7,IRF-3,"While the expression of IRF-3 alone was shown to be sufficient for induction of the IFNB gene, induction of all the IFNA subtypes in human cells required the presence of IRF-7.",TP,database
11238924,p73,p53,"The p53 protein is related by sequence homology and function to the products of two other genes, p63 and p73, that each encode several isoforms.",TP,database
11278460,SRY,WT1,"These observations, together with the overlapping expression patterns of WT1 and SRY in human gonads, led us to propose that WT1 regulates SRY in the initial sex determination process in humans and activates a cascade of genes ultimately leading to the complete organogenesis of the testis.",TP,database
11297612,DAX-1,SF-1,"DAX-1 is a repressor of StAR gene expression, and steroidogenic factor-1 (SF-1) is a regulator of CYP11A, DAX-1, and StAR gene.",TP,database
11314010,p73,p53,"We also found that p53 and p73, but not mutant p53(R249S) and p73beta292, directly induce the expression of the p73 gene.",TP,database
11323086,MODY,HNF-6,We screened HNF-6 gene for mutations in 34 Japanese subjects with MODY/early-onset diabetes mellitus and 56 subjects with late-onset diabetes mellitus.,TP,database
11325852,p53,c-jun,"Nonetheless, the ligation-mediated PCR technology was used here to demonstrate, at nucleotide resolution, that p53-/-p21+/+ DLD1 excises UVB-induced cyclobutane pyrimidine dimers from the c-jun proto-oncogene at a significantly lower rate than the isogenic p53-/-p21-/- derivative.",TP,database
11327702,p73,p53,"Here, we describe the relation between Wnt/beta-catenin signaling and the p53-related gene p73.",TP,database
11389695,p73,p53,The main structural difference between p73 and p53 is the additional C-terminal region of p73.,TP,database
11420680,p53,NF-YA,Transcription factors Oct-1 and NF-YA regulate the p53-independent induction of the GADD45 following DNA damage.,TP,database
11454424,P53,C-MYC,C-MYC gene amplification and loss of the P53 gene could be ruled out by locus-specific probes for the common gain of 8q and for losses of 17p.,TP,database
11550287,TP73,TP53,"Molecular analysis of the TP73 gene on 1p36 and the TP53 gene revealed a deletion of one-allele in TP73 with partial demethylation of another allele in the initial clone of YSK, and a point mutation consisting of an A-->T substitution in codon 288 of the TP53 gene in the developed clone of YSK-21.",TP,database
11591705,Rel,NF-kappa B,There are increasing lines of evidence that NF-kappa B/Rel activity is controlled to a great extent by its phosphorylation state.,TP,database
11593387,p63,p53,"In addition to transcription activation of p53-responsive genes, we found that p63 and p73 repress transcription of the cdk1 and cyclin B genes, both of which are irreversibly repressed in senescent human fibroblast.",TP,database
11711629,IRF-7,NF-kappaB,"A superrepressor of IkappaB (sr-IkappaB) could block the induction of IRF-7 by LMP-1, and overexpression of NF-kappaB (p65 plus p50) could induce the expression of IRF-7.",TP,database
11777933,c-myc,Myc-associated zinc finger protein,A Myc-associated zinc finger protein-related factor binding site is required for the deregulation of c-myc expression by the immunoglobulin heavy chain gene enhancers in Burkitt's lymphoma.,TP,database
11827262,IkappaBalpha,NFkappaB,"Additionally, we found that the inhibition of NFkappaB by Adv-SR-IkappaBalpha enhanced TNF-mediated caspase-8 and -3 activation.",TP,database
11835312,Elk1,Egr-1,"Moreover, these SREs are binding sites for Elk1, suggesting that NO activated Egr-1 gene transcription via activation of Elk1.",TP,database
11844794,p73,p53,"Overexpression of MM1 in p53-deficient osteosarcoma SAOS-2 cells enhanced the p73 alpha-dependent transcription from the p53/p73-responsive Bax and PG13 promoters, whereas p73 beta- and p53-mediated transcriptional activation was unaffected in the presence of MM1.",TP,database
11844800,p73,p53,"Because inhibition of p53 is a common theme in human cancer, our data strongly support a role of DeltaTA-p73 expression for tumor formation",TP,database
11845301,IkappaBalpha,NFkappaB,"Evidence suggests that activation of the nuclear factor kappa B (NFkappaB), which regulates the inflammatory gene transcription, depends on the degradation of the inhibitory factor IkappaBalpha.",TP,database
11865060,p53,c-Myc,The c-Myc-induced alteration of the G(1)/S checkpoint was also compared to the effects of expression of MycS (N-terminally truncated c-Myc) and p53DD (a dominant negative p53) in the HMECs.,TP,database
11867732,p53,c-Jun,Members of the PIAS family act as SUMO ligases for c-Jun and p53 and repress p53 activity.,TP,database
11877423,c-jun,MEF2A,Studying the c-jun enhancer in reporter gene assays we observed that the muscle transcription factors MEF2A and MyoD can contribute to robust transcriptional activation of the c-jun enhancer.,TP,database
11884470,NURR1,CREB-1,"In summary, enhanced NF-kappaB- and CREB-1-binding activity on the NURR1 promoter by inflammatory mediators delineates novel mechanisms in the regulation of NURR1 transcription.",TP,database
11893750,p63,p53,Physical interaction with human tumor-derived p53 mutants inhibits p63 activities.,TP,database
11893750,p63,p53,"Unlike wild-type p53, the binding to specific p53 mutants markedly counteracts p63-induced growth inhibition.",TP,database
11909952,p73,p53,"Here we report that p73, but not p53, directly activates the transcription of endogenous Delta Np73 by binding to the p73-specific target element located at positions -76 to -57 within the Delta Np73 promoter region.",TP,database
11948912,GLI1,Twist,Twist activates GLI1 reporter expression through E-box +482 but requires binding of USF proteins to E-box +157.,TP,database
11948912,GLI1,Twist,"Twist mutations cause human birth defects and Twist is overexpressed in many rhabdomyosarcomas, suggesting that one of Twist's primary roles is the regulation of GLI1.",TP,database
11957139,p63,p53,"Although no statistical correlation was found between p53 and p63 or p73, p53-negative tumors overexpressed either p63 or p73.",TP,database
12049655,p40,p53,"In the present study, we demonstrate by Western-blot analysis that, in addition to the p53 protein, these molecules were able to induce the expression of a shorter protein with an apparent molecular mass of 40 kDa (p40), recognized by antibodies raised against the N-terminus of p53.",TP,database
12080043,Y-box-binding protein-1,c-Myc,p73 Interacts with c-Myc to regulate Y-box-binding protein-1 expression.,TP,database
12101410,p73,p53,"p53 induces the expression of its antagonist p73 Delta N, establishing an autoregulatory feedback loop.",TP,database
12133541,p53,c-myc,"The effect of the AGP at the molecular level was associated with the low protein expression of the c-myc and bcl-2 genes and the high protein expression of the p53, bax, fas and fas-L genes, as well as the cell factor TGF beta(1).",TP,database
12165851,GLI1,GLI2,"Detailed time course experiments monitoring the transcriptional response of keratinocytes either to GLI1 or to GLI2 suggest that GLI1 is a direct target of GLI2, while activation of GLI2 by GLI1 is likely to be indirect.",TP,database
